chrom	start	end	strand	gene_id	Newton_RNA_run1/newton_direct_RNA_newton_scaffolds_minimap_sorted_G_25000_no_secondary_pa_tag.bam
Gpscaff_25	900471	908789	-	GPALN_007298	160.1749954
Gpscaff_25	919382	920985	-	GPALN_007301	129.6799927
Gpscaff_25	922545	934447	-	GPALN_007302	112.7200012
Gpscaff_25	937380	943722	-	GPALN_007304	160
Gpscaff_25	960739	965674	-	GPALN_007308	100.2600021
Gpscaff_25	966072	969202	-	GPALN_007309	136.9100037
Gpscaff_25	970057	970765	-	GPALN_007310	104.6600037
Gpscaff_25	972349	978889	+	GPALN_007311	120.3400002
Gpscaff_25	979663	984902	+	GPALN_007312	107.3300018
Gpscaff_25	988693	989033	+	GPALN_007314	87.04000092
Gpscaff_25	989079	991841	-	GPALN_007315	131.1900024
Gpscaff_25	992140	994952	-	GPALN_007316	98
Gpscaff_25	994940	997520	-	GPALN_007317	93.01000214
Gpscaff_25	1004466	1008528	+	GPALN_007319	133.7800064
Gpscaff_25	1011322	1014558	+	GPALN_007321	109.9199982
Gpscaff_25	1014534	1015682	+	GPALN_007322	75.02999878
Gpscaff_25	1015767	1020089	+	GPALN_007323	84.02999878
Gpscaff_25	1024307	1026856	-	GPALN_007325	173.8999939
Gpscaff_25	1028204	1033634	+	GPALN_007326	140.7399979
Gpscaff_25	1040831	1044527	-	GPALN_007328	94.00499725
Gpscaff_25	1046705	1062321	-	GPALN_007329	126.0399971
Gpscaff_25	1063245	1064421	-	GPALN_007330	114.5100021
Gpscaff_25	1072434	1073659	+	GPALN_007332	59.48500061
Gpscaff_25	1076205	1080527	-	GPALN_007334	121.1999969
Gpscaff_25	1083477	1085237	+	GPALN_007335	95.02999878
Gpscaff_25	1085719	1092472	+	GPALN_007336	147.8899994
Gpscaff_25	1093030	1096025	+	GPALN_007337	123.7799988
Gpscaff_25	1101005	1102462	-	GPALN_007339	54.45499992
Gpscaff_25	1103678	1106751	-	GPALN_007340	133.2599945
Gpscaff_25	1107155	1110229	-	GPALN_007341	136.4700012
Gpscaff_25	1110205	1111648	+	GPALN_007342	87.58000183
Gpscaff_25	1111881	1115090	+	GPALN_007343	76.96500015
Gpscaff_25	1122179	1122882	+	GPALN_007345	73.04000092
Gpscaff_25	1126337	1139941	-	GPALN_007347	116.0900002
Gpscaff_25	1146323	1147990	-	GPALN_007349	96.04500198
Gpscaff_25	1150087	1151780	+	GPALN_007350	145.3699951
Gpscaff_25	1151786	1154676	+	GPALN_007351	107.625
Gpscaff_25	1155260	1159131	+	GPALN_007352	64.77000046
Gpscaff_25	1161417	1163186	+	GPALN_007353	74.41000366
Gpscaff_25	1167957	1170054	+	GPALN_007354	130.8000031
Gpscaff_25	1175832	1179300	+	GPALN_007356	114
Gpscaff_25	1186133	1188942	+	GPALN_007359	75.80999756
Gpscaff_25	1189328	1190515	+	GPALN_007360	85.08000183
Gpscaff_25	1191240	1193099	+	GPALN_007361	100.7299995
Gpscaff_25	1193447	1196328	+	GPALN_007362	112.9599991
Gpscaff_25	1207678	1210345	+	GPALN_007364	163.5399933
Gpscaff_25	1210520	1216307	-	GPALN_007365	160.9199982
Gpscaff_25	1232171	1232900	+	GPALN_007368	93.76999664
Gpscaff_25	1233073	1234181	+	GPALN_007369	173.8899994
Gpscaff_25	1242941	1244403	+	GPALN_007373	45.5
Gpscaff_25	1247316	1255173	+	GPALN_007375	98.56999969
Gpscaff_25	1255525	1258432	+	GPALN_007376	116.7900009
Gpscaff_25	1258972	1259403	+	GPALN_007377	73.26999664
Gpscaff_25	1260418	1262133	+	GPALN_007378	127.1500015
Gpscaff_25	1262580	1264023	-	GPALN_007379	152.0650024
Gpscaff_25	1265353	1269835	+	GPALN_007380	166.7200012
Gpscaff_25	1270112	1272206	+	GPALN_007381	94.22000122
Gpscaff_25	1276712	1283722	+	GPALN_007382	119.5550003
Gpscaff_25	1288568	1290274	-	GPALN_007385	125.7099991
Gpscaff_25	1301744	1303432	-	GPALN_007388	100.7900009
Gpscaff_25	1303597	1311419	+	GPALN_007389	133.6549988
Gpscaff_25	1312263	1315269	-	GPALN_007390	150.6100006
Gpscaff_25	1320181	1326578	+	GPALN_007391	90.69499969
Gpscaff_25	1329092	1331625	+	GPALN_007392	87.79999924
Gpscaff_25	1331716	1334525	+	GPALN_007393	139.8799973
Gpscaff_25	1334974	1337185	+	GPALN_007394	132
Gpscaff_25	1337366	1338210	+	GPALN_007395	111.7700005
Gpscaff_25	1338573	1340929	+	GPALN_007396	112.5999985
Gpscaff_25	1341267	1343714	-	GPALN_007397	62.70999908
Gpscaff_25	1344437	1345022	+	GPALN_007398	139.659996
Gpscaff_25	1345463	1346648	+	GPALN_007399	94.83000183
Gpscaff_25	1347133	1349445	-	GPALN_007400	126.6200027
Gpscaff_25	1350189	1352816	-	GPALN_007401	158.4400024
Gpscaff_25	1353328	1358132	-	GPALN_007402	127.2600021
Gpscaff_25	1359431	1362706	-	GPALN_007403	110.7600021
Gpscaff_25	1362859	1363263	+	GPALN_007404	102.1200027
Gpscaff_26	829683	831822	-	GPALN_007429	88.61000061
Gpscaff_26	1027666	1042998	+	GPALN_007457	120.2050018
Gpscaff_26	1067614	1071594	+	GPALN_007461	83.55999756
Gpscaff_26	1072087	1077536	-	GPALN_007462	110.2799988
Gpscaff_26	1081574	1086897	+	GPALN_007464	100.8100014
Gpscaff_26	1098868	1100920	-	GPALN_007467	154.5899963
Gpscaff_26	1121133	1126623	-	GPALN_007470	114.0400009
Gpscaff_26	1157381	1160361	+	GPALN_007476	102.7799988
Gpscaff_26	1164568	1168043	+	GPALN_007478	82
Gpscaff_26	1169938	1190126	-	GPALN_007479	111.5250015
Gpscaff_26	1214889	1218033	-	GPALN_007481	120.2900009
Gpscaff_26	1218299	1222253	-	GPALN_007482	121.2050018
Gpscaff_26	1223961	1226002	+	GPALN_007483	108.9599991
Gpscaff_26	1226006	1227524	+	GPALN_007484	72.66999817
Gpscaff_26	1227844	1231511	-	GPALN_007485	137.715004
Gpscaff_26	1231685	1232756	-	GPALN_007486	86.73000336
Gpscaff_26	1233011	1234435	-	GPALN_007487	76.45000076
Gpscaff_26	1234963	1236166	+	GPALN_007488	109.4350014
Gpscaff_27	126890	130158	-	GPALN_007521	113.8799973
Gpscaff_27	130485	133233	-	GPALN_007522	130.4700012
Gpscaff_27	192205	200380	-	GPALN_007532	132.3799973
Gpscaff_27	273007	275739	-	GPALN_007545	99.63000107
Gpscaff_27	276034	278997	+	GPALN_007546	90.91999817
Gpscaff_27	284282	286314	+	GPALN_007548	131.0800018
Gpscaff_27	291564	292977	+	GPALN_007550	77.97999954
Gpscaff_27	296198	299515	-	GPALN_007552	89.25
Gpscaff_27	300503	303244	-	GPALN_007553	111.0800018
Gpscaff_27	311318	316414	+	GPALN_007555	89.23999786
Gpscaff_27	326982	329723	+	GPALN_007559	73.95000076
Gpscaff_27	423451	426526	+	GPALN_007572	107.1500015
Gpscaff_27	481174	483574	+	GPALN_007581	118.5649986
Gpscaff_27	503535	510393	+	GPALN_007586	114.25
Gpscaff_27	540853	542709	-	GPALN_007591	98.08000183
Gpscaff_27	554577	561880	+	GPALN_007594	147.6399994
Gpscaff_27	571844	574405	+	GPALN_007597	80.16999817
Gpscaff_27	591496	592681	+	GPALN_007601	87.49000168
Gpscaff_27	593292	594083	-	GPALN_007602	79.88999939
Gpscaff_27	595003	597883	+	GPALN_007603	108.4550018
Gpscaff_27	631645	633834	-	GPALN_007609	136.0500031
Gpscaff_27	641483	645989	+	GPALN_007611	146.5799942
Gpscaff_27	650700	659811	-	GPALN_007613	132.2949982
Gpscaff_27	670501	676031	+	GPALN_007615	93.43000031
Gpscaff_27	676415	677177	-	GPALN_007616	125.8349991
Gpscaff_27	678248	678803	+	GPALN_007617	87.49499893
Gpscaff_27	684443	684925	+	GPALN_007620	92.31499863
Gpscaff_27	688736	690974	-	GPALN_007622	91.13499832
Gpscaff_27	705425	715836	+	GPALN_007627	107.3250008
Gpscaff_27	738621	752683	+	GPALN_007633	92.05999756
Gpscaff_27	780529	781856	-	GPALN_007643	117.3649979
Gpscaff_27	795479	799911	+	GPALN_007646	166.7249985
Gpscaff_27	806272	809467	-	GPALN_007648	74.22000122
Gpscaff_27	818363	819449	+	GPALN_007650	92.29000092
Gpscaff_27	819890	829123	-	GPALN_007651	146.7400055
Gpscaff_27	868730	881787	-	GPALN_007659	128.7900009
Gpscaff_27	883915	887303	-	GPALN_007660	94.02999878
Gpscaff_27	901939	908348	-	GPALN_007662	112.7600021
Gpscaff_27	955979	959260	+	GPALN_007667	166.4100037
Gpscaff_27	959354	965420	+	GPALN_007668	85.15999985
Gpscaff_27	986995	999711	+	GPALN_007671	108.7600021
Gpscaff_27	1015796	1021655	-	GPALN_007675	94.12000275
Gpscaff_27	1025910	1037175	+	GPALN_007676	134.8099976
Gpscaff_27	1037580	1038494	-	GPALN_007677	122.9149971
Gpscaff_27	1043726	1045715	-	GPALN_007678	111.5699997
Gpscaff_27	1045859	1049318	-	GPALN_007679	160.5299988
Gpscaff_27	1061524	1065009	+	GPALN_007682	90.18999863
Gpscaff_27	1065198	1066170	-	GPALN_007683	79.71500015
Gpscaff_27	1082626	1085977	+	GPALN_007687	81.51999664
Gpscaff_27	1087276	1105661	-	GPALN_007689	141.3950043
Gpscaff_27	1128205	1129351	-	GPALN_007696	89.92499924
Gpscaff_27	1130224	1131907	+	GPALN_007697	51.20999908
Gpscaff_27	1229825	1233116	-	GPALN_007710	77.83499908
Gpscaff_27	1239180	1241527	+	GPALN_007712	40.06000137
Gpscaff_27	1243141	1246921	+	GPALN_007713	117.4949989
Gpscaff_28	68684	69907	+	GPALN_007717	131.965004
Gpscaff_28	282858	283511	+	GPALN_007719	63.08000183
Gpscaff_28	568777	577821	+	GPALN_007727	124.3400002
Gpscaff_28	622969	627390	+	GPALN_007736	99.79999924
Gpscaff_28	630772	632941	+	GPALN_007737	90.51999664
Gpscaff_28	715549	718134	-	GPALN_007749	103
Gpscaff_29	72884	76391	+	GPALN_007781	111.4699974
Gpscaff_29	77114	88582	+	GPALN_007782	122.5400009
Gpscaff_29	96141	102331	-	GPALN_007783	110.3600006
Gpscaff_29	139511	140975	+	GPALN_007791	177.9299927
Gpscaff_29	140724	142878	+	GPALN_007792	125.3699951
Gpscaff_29	149968	151172	+	GPALN_007795	79.73500061
Gpscaff_29	152694	154468	+	GPALN_007796	103.7649994
Gpscaff_29	157023	160392	-	GPALN_007797	158
Gpscaff_29	223385	225296	-	GPALN_007806	177.8699951
Gpscaff_29	327088	328035	+	GPALN_007823	116.1699982
Gpscaff_29	328426	331162	-	GPALN_007824	90.48000336
Gpscaff_29	350635	356921	-	GPALN_007830	171.9600067
Gpscaff_29	369631	373326	+	GPALN_007835	147.2899933
Gpscaff_29	382158	385392	+	GPALN_007839	88.625
Gpscaff_29	407575	410002	+	GPALN_007845	116.8499985
Gpscaff_29	422332	427250	-	GPALN_007849	107.579998
Gpscaff_29	438886	441499	-	GPALN_007854	114.8400002
Gpscaff_29	454854	457033	-	GPALN_007858	66.56499863
Gpscaff_29	461753	470257	+	GPALN_007859	79.63499832
Gpscaff_29	470366	470886	+	GPALN_007860	72.93000031
Gpscaff_29	492255	494591	+	GPALN_007867	80.40000153
Gpscaff_29	495028	496116	+	GPALN_007868	70.02499771
Gpscaff_29	496375	496993	+	GPALN_007869	53.28499985
Gpscaff_29	497317	500230	-	GPALN_007870	127.1699982
Gpscaff_29	505153	510905	+	GPALN_007871	101.3699989
Gpscaff_29	516364	517570	+	GPALN_007874	60.54000092
Gpscaff_29	517805	518521	+	GPALN_007875	48.68999863
Gpscaff_29	527455	533689	+	GPALN_007878	100.4800034
Gpscaff_29	534067	535206	+	GPALN_007879	142.7000046
Gpscaff_29	553378	557941	+	GPALN_007885	114.7200012
Gpscaff_29	558652	559775	-	GPALN_007886	177.3200073
Gpscaff_29	560706	561960	+	GPALN_007887	92.48000336
Gpscaff_29	569905	571084	+	GPALN_007888	89.51999664
Gpscaff_29	571612	575310	+	GPALN_007889	82.80000305
Gpscaff_29	575529	577437	+	GPALN_007890	95.04000092
Gpscaff_29	577671	578226	-	GPALN_007891	71.05500031
Gpscaff_29	578712	582721	+	GPALN_007892	91.90999985
Gpscaff_29	583202	584805	-	GPALN_007893	101.1850014
Gpscaff_29	615148	621715	-	GPALN_007898	128.5800018
Gpscaff_29	624566	625930	-	GPALN_007899	91
Gpscaff_29	654267	659865	-	GPALN_007902	128.5049973
Gpscaff_29	660132	665954	-	GPALN_007903	110.9799995
Gpscaff_29	673399	677110	-	GPALN_007906	182.3800049
Gpscaff_29	691270	691994	+	GPALN_007909	49.54000092
Gpscaff_29	692720	694663	-	GPALN_007910	105.9100037
Gpscaff_29	695304	697117	-	GPALN_007911	93.88999939
Gpscaff_29	697928	701207	-	GPALN_007912	89.69999695
Gpscaff_29	702708	705538	-	GPALN_007913	112.5
Gpscaff_29	706589	708576	-	GPALN_007914	56.16499901
Gpscaff_29	720791	723538	-	GPALN_007917	97.52999878
Gpscaff_29	730591	731204	-	GPALN_007919	89.52999878
Gpscaff_29	741172	747026	-	GPALN_007923	141.4799957
Gpscaff_29	752325	753609	-	GPALN_007925	59.42000008
Gpscaff_29	753860	756110	+	GPALN_007926	101.2900009
Gpscaff_29	759851	762555	-	GPALN_007928	108.2099991
Gpscaff_29	770443	771561	+	GPALN_007930	116.25
Gpscaff_29	772533	773759	-	GPALN_007931	149.5200043
Gpscaff_29	773778	776305	+	GPALN_007932	152.7450027
Gpscaff_29	776518	779896	+	GPALN_007933	97.70499802
Gpscaff_29	779917	788943	+	GPALN_007934	136.8699951
Gpscaff_29	794521	796218	-	GPALN_007937	81.68000031
Gpscaff_29	818323	828154	+	GPALN_007943	128.8000031
Gpscaff_29	832137	833508	+	GPALN_007947	90.91999817
Gpscaff_29	834132	838161	+	GPALN_007948	146.7649994
Gpscaff_29	838600	841788	+	GPALN_007949	126.9300003
Gpscaff_29	849941	850809	-	GPALN_007952	136.625
Gpscaff_29	851088	856233	+	GPALN_007953	162.8800049
Gpscaff_29	862436	864794	+	GPALN_007956	60.10500145
Gpscaff_29	865105	871639	-	GPALN_007957	107.1500015
Gpscaff_29	871751	875407	-	GPALN_007958	90.33999634
Gpscaff_29	876675	891355	-	GPALN_007959	92.12000275
Gpscaff_29	893362	898595	+	GPALN_007960	134.8699951
Gpscaff_29	898760	904228	-	GPALN_007961	149.159996
Gpscaff_29	905243	912815	-	GPALN_007962	56.5
Gpscaff_29	913772	915362	+	GPALN_007963	141.8500061
Gpscaff_29	916122	918078	+	GPALN_007964	98.02999878
Gpscaff_29	918666	919610	-	GPALN_007965	106.5800018
Gpscaff_29	920191	931769	-	GPALN_007966	130.6999969
Gpscaff_29	931954	932407	-	GPALN_007967	56.86999893
Gpscaff_29	932410	933686	-	GPALN_007968	74.10499954
Gpscaff_29	934394	936518	+	GPALN_007969	104.0200005
Gpscaff_29	957824	962771	-	GPALN_007976	133.3949966
Gpscaff_29	958176	958917	-	GPALN_007974	99.21500015
Gpscaff_29	962778	964503	-	GPALN_007977	116.5199966
Gpscaff_29	967192	971339	-	GPALN_007979	99.23000336
Gpscaff_29	975065	976498	-	GPALN_007981	80.18500137
Gpscaff_29	976857	978579	-	GPALN_007982	104.5349998
Gpscaff_29	979291	980091	+	GPALN_007983	57.33499908
Gpscaff_29	980341	982761	+	GPALN_007984	149.0100021
Gpscaff_29	988397	989376	+	GPALN_007987	97.48000336
Gpscaff_29	989783	990884	-	GPALN_007988	126.1499977
Gpscaff_29	992557	993738	+	GPALN_007989	104.6500015
Gpscaff_29	993935	996173	+	GPALN_007990	120.9150009
Gpscaff_29	997109	999754	-	GPALN_007992	115.1600037
Gpscaff_29	1002797	1004765	-	GPALN_007993	95.70999908
Gpscaff_29	1010590	1011568	+	GPALN_007995	63.70000076
Gpscaff_29	1011855	1012744	-	GPALN_007996	90.30999756
Gpscaff_29	1013220	1015429	-	GPALN_007997	70.27999878
Gpscaff_29	1014644	1017378	-	GPALN_007998	85.76000214
Gpscaff_29	1017420	1018269	-	GPALN_007999	98.95999908
Gpscaff_29	1019534	1021617	+	GPALN_008000	119.3000031
Gpscaff_29	1025498	1026262	-	GPALN_008002	69.15000153
Gpscaff_29	1027135	1031008	+	GPALN_008003	120.6800003
Gpscaff_29	1031435	1033925	-	GPALN_008004	93.37000275
Gpscaff_29	1049210	1054555	+	GPALN_008007	168.4600067
Gpscaff_29	1061503	1067641	-	GPALN_008010	119.2000008
Gpscaff_29	1067972	1072722	+	GPALN_008011	150.9700012
Gpscaff_29	1074798	1077650	+	GPALN_008012	120.7299957
Gpscaff_29	1082250	1083744	+	GPALN_008015	108.8950005
Gpscaff_29	1084277	1086428	-	GPALN_008016	156.9400024
Gpscaff_29	1086616	1087396	-	GPALN_008017	95.92499924
Gpscaff_29	1097679	1100071	-	GPALN_008019	126.9599991
Gpscaff_29	1102358	1114280	+	GPALN_008020	113.5200005
Gpscaff_29	1125216	1126122	+	GPALN_008024	105.9199982
Gpscaff_29	1126811	1129441	+	GPALN_008025	107.5199966
Gpscaff_29	1129723	1131678	+	GPALN_008026	126.7000008
Gpscaff_29	1131875	1137430	-	GPALN_008027	112.3300018
Gpscaff_29	1138654	1139912	-	GPALN_008028	126.5800018
Gpscaff_29	1140080	1141913	-	GPALN_008029	118.7099991
Gpscaff_29	1142939	1145255	+	GPALN_008030	126.625
Gpscaff_29	1145475	1149348	+	GPALN_008031	91.75
Gpscaff_29	1149907	1151045	-	GPALN_008032	108.0050011
Gpscaff_29	1151587	1155845	+	GPALN_008033	90.23999786
Gpscaff_29	1156145	1161783	-	GPALN_008034	127.2350006
Gpscaff_29	1162029	1163412	-	GPALN_008035	104.6100006
Gpscaff_29	1167482	1170417	+	GPALN_008036	109.8699989
Gpscaff_29	1170647	1171434	-	GPALN_008037	30.75
Gpscaff_29	1171686	1172910	-	GPALN_008038	107.2099991
Gpscaff_29	1180908	1181790	+	GPALN_008042	63.56000137
Gpscaff_29	1182548	1185766	+	GPALN_008043	118.1399994
Gpscaff_29	1187587	1193005	-	GPALN_008044	122.7750015
Gpscaff_29	1206760	1210633	+	GPALN_008047	97.65499878
Gpscaff_29	1210771	1212551	+	GPALN_008048	77.83000183
Gpscaff_29	1212818	1217207	-	GPALN_008049	130.1999969
Gpscaff_3	418197	423834	-	GPALN_008075	98.76999664
Gpscaff_3	425195	432178	+	GPALN_008076	94.95999908
Gpscaff_3	479071	480242	+	GPALN_008081	106.3700027
Gpscaff_3	481817	484437	+	GPALN_008082	159.5399933
Gpscaff_3	491173	493800	+	GPALN_008084	120.1450005
Gpscaff_3	515153	526123	+	GPALN_008089	74.31999969
Gpscaff_3	556168	561472	-	GPALN_008092	142.4749985
Gpscaff_3	581113	582033	+	GPALN_008097	66.34500122
Gpscaff_3	586474	587394	-	GPALN_008098	86.14500046
Gpscaff_3	589330	590250	-	GPALN_008100	94.36000061
Gpscaff_3	596489	597409	-	GPALN_008102	111.0800018
Gpscaff_3	659121	665032	+	GPALN_008109	159.0449982
Gpscaff_3	670917	672182	+	GPALN_008110	104.2200012
Gpscaff_3	673437	674992	+	GPALN_008111	121.5300026
Gpscaff_3	677293	678374	+	GPALN_008112	82.26999664
Gpscaff_3	680201	681083	+	GPALN_008113	112.3999977
Gpscaff_3	693887	696730	-	GPALN_008119	144.4449997
Gpscaff_3	718068	724495	-	GPALN_008125	127.5999985
Gpscaff_3	726411	727271	+	GPALN_008126	89.54000092
Gpscaff_3	732920	737506	-	GPALN_008129	105.0250015
Gpscaff_3	742121	744750	-	GPALN_008130	120.3199997
Gpscaff_3	751521	752281	+	GPALN_008132	85.95999908
Gpscaff_3	781562	784114	+	GPALN_008138	119.1600037
Gpscaff_3	792694	796435	+	GPALN_008140	69.25
Gpscaff_3	806621	810328	+	GPALN_008143	98.41500092
Gpscaff_3	853305	860566	-	GPALN_008153	155.7299957
Gpscaff_3	872197	879699	-	GPALN_008158	94.44499969
Gpscaff_3	892293	906105	-	GPALN_008161	154.7700043
Gpscaff_3	931157	933071	+	GPALN_008164	95.11000061
Gpscaff_3	933912	937217	-	GPALN_008165	129.1449966
Gpscaff_3	938411	943949	+	GPALN_008166	133.5199966
Gpscaff_3	951829	954897	-	GPALN_008168	120.1299973
Gpscaff_3	981150	986115	+	GPALN_008170	114.8899994
Gpscaff_3	986486	988838	-	GPALN_008171	109.3800011
Gpscaff_3	989234	991048	+	GPALN_008172	115.0200005
Gpscaff_3	991128	994415	-	GPALN_008173	120.5150032
Gpscaff_3	1003206	1007895	+	GPALN_008174	137.6399994
Gpscaff_3	1048509	1051718	+	GPALN_008181	140.0599976
Gpscaff_3	1055282	1057454	+	GPALN_008184	99.81499863
Gpscaff_3	1059421	1060897	+	GPALN_008186	94.78000259
Gpscaff_3	1061105	1065761	-	GPALN_008187	141.1900024
Gpscaff_3	1066063	1070127	-	GPALN_008188	152.2100067
Gpscaff_3	1076201	1079351	-	GPALN_008189	97.21500015
Gpscaff_3	1079808	1083262	-	GPALN_008190	100.2449989
Gpscaff_3	1084990	1086233	+	GPALN_008191	105.0649986
Gpscaff_3	1086442	1088619	-	GPALN_008192	85.93000031
Gpscaff_3	1088833	1089696	+	GPALN_008193	146.0599976
Gpscaff_3	1089959	1091351	+	GPALN_008194	94.82500076
Gpscaff_3	1091926	1092512	-	GPALN_008195	60
Gpscaff_3	1092664	1093664	-	GPALN_008196	82.07999802
Gpscaff_3	1093888	1099054	+	GPALN_008197	133.9600067
Gpscaff_3	1109178	1109897	+	GPALN_008200	90.93500137
Gpscaff_3	1110366	1111870	+	GPALN_008201	106.5550003
Gpscaff_3	1112095	1112778	-	GPALN_008202	86.84000015
Gpscaff_3	1113205	1114446	+	GPALN_008203	124
Gpscaff_3	1122452	1123539	-	GPALN_008206	103.7000008
Gpscaff_3	1124040	1125472	+	GPALN_008207	124
Gpscaff_3	1125890	1127296	-	GPALN_008208	78.72500229
Gpscaff_3	1128168	1132343	-	GPALN_008209	109.1100006
Gpscaff_3	1135654	1138050	+	GPALN_008210	101.7200012
Gpscaff_3	1138165	1139305	-	GPALN_008211	103.9949989
Gpscaff_3	1139613	1146356	+	GPALN_008212	140.0800018
Gpscaff_3	1151106	1156878	+	GPALN_008213	103.8400002
Gpscaff_3	1176313	1177793	-	GPALN_008218	108.6650009
Gpscaff_3	1178288	1181084	+	GPALN_008219	107.8099976
Gpscaff_3	1182132	1184276	+	GPALN_008221	110.1900024
Gpscaff_3	1196971	1201390	-	GPALN_008225	74.21500015
Gpscaff_3	1201297	1203155	-	GPALN_008226	76.01499939
Gpscaff_3	1204986	1206509	-	GPALN_008228	108.1550026
Gpscaff_3	1206663	1208547	+	GPALN_008229	118.8099976
Gpscaff_3	1209076	1216417	-	GPALN_008230	121.7099991
Gpscaff_3	1217214	1218430	+	GPALN_008231	94.42999649
Gpscaff_3	1218545	1219712	+	GPALN_008232	76.39500046
Gpscaff_3	1219914	1221065	+	GPALN_008233	104.3650017
Gpscaff_3	1221451	1222567	+	GPALN_008234	86.62000275
Gpscaff_3	1222859	1224304	+	GPALN_008235	98.32999802
Gpscaff_3	1224774	1225887	+	GPALN_008236	91.09999847
Gpscaff_3	1227464	1230049	+	GPALN_008238	118.7799988
Gpscaff_3	1235691	1239874	-	GPALN_008242	85.62999725
Gpscaff_3	1243170	1247074	-	GPALN_008244	81.44500351
Gpscaff_3	1248652	1262152	-	GPALN_008245	118
Gpscaff_3	1268123	1270474	+	GPALN_008246	114.8399963
Gpscaff_3	1270783	1277665	-	GPALN_008247	142.2100067
Gpscaff_3	1287506	1292015	+	GPALN_008250	162.4750061
Gpscaff_3	1293989	1297461	+	GPALN_008252	109.8099976
Gpscaff_3	1300114	1303497	-	GPALN_008253	120.1500015
Gpscaff_3	1329002	1331820	+	GPALN_008262	107.3300018
Gpscaff_3	1343607	1344754	-	GPALN_008266	128.1800003
Gpscaff_3	1355421	1356729	+	GPALN_008269	145.1200027
Gpscaff_3	1358142	1366746	-	GPALN_008271	114.8499985
Gpscaff_3	1416640	1424135	-	GPALN_008277	97.79000092
Gpscaff_3	1433942	1435925	+	GPALN_008280	95.125
Gpscaff_3	1436444	1438028	-	GPALN_008281	77.83999634
Gpscaff_3	1439587	1440755	+	GPALN_008282	106.7399979
Gpscaff_3	1448219	1449988	-	GPALN_008285	106.1949997
Gpscaff_3	1458025	1459536	-	GPALN_008290	120.204998
Gpscaff_3	1460276	1463931	+	GPALN_008291	99.57500076
Gpscaff_3	1470329	1475552	+	GPALN_008293	49.41999817
Gpscaff_3	1497210	1501120	-	GPALN_008298	91.16999817
Gpscaff_3	1502258	1503147	+	GPALN_008299	139.9199982
Gpscaff_3	1515419	1517908	-	GPALN_008301	161.7200012
Gpscaff_3	1520930	1523733	-	GPALN_008303	103.0999985
Gpscaff_3	1524132	1535640	-	GPALN_008304	87.04000092
Gpscaff_3	1539226	1544053	+	GPALN_008306	73.79499817
Gpscaff_3	1544287	1545389	-	GPALN_008307	82.85499954
Gpscaff_3	1553090	1553868	+	GPALN_008309	61.22000122
Gpscaff_3	1555892	1564351	-	GPALN_008311	123.625
Gpscaff_3	1564619	1567447	-	GPALN_008312	139.2799988
Gpscaff_3	1567589	1568421	-	GPALN_008313	68.37000275
Gpscaff_3	1568756	1571195	-	GPALN_008314	65.51000214
Gpscaff_3	1572595	1579446	+	GPALN_008315	146.1499939
Gpscaff_3	1579864	1588801	-	GPALN_008316	100.9199982
Gpscaff_3	1589635	1602772	-	GPALN_008317	91.82999802
Gpscaff_3	1603801	1610732	-	GPALN_008318	118.1999969
Gpscaff_3	1613792	1619654	-	GPALN_008320	94.52999878
Gpscaff_3	1620109	1621130	-	GPALN_008321	123.4350014
Gpscaff_3	1621783	1623896	-	GPALN_008322	122.8599968
Gpscaff_3	1625254	1626673	-	GPALN_008323	124.2849998
Gpscaff_3	1628867	1633523	-	GPALN_008324	107.7200012
Gpscaff_3	1685386	1687551	-	GPALN_008344	98.84999847
Gpscaff_3	1687711	1689853	-	GPALN_008345	92.40000153
Gpscaff_3	1698375	1700096	-	GPALN_008348	103.6399994
Gpscaff_3	1699874	1702831	+	GPALN_008349	89.87999725
Gpscaff_3	1703068	1705687	-	GPALN_008350	103.8699989
Gpscaff_3	1708903	1713982	-	GPALN_008351	43.90499878
Gpscaff_3	1721540	1722294	+	GPALN_008353	137.6700058
Gpscaff_3	1722584	1723974	-	GPALN_008354	108.9599991
Gpscaff_3	1724223	1732539	-	GPALN_008355	91.76000214
Gpscaff_3	1751678	1757871	+	GPALN_008360	103.3700027
Gpscaff_3	1758347	1767002	-	GPALN_008361	95.62000275
Gpscaff_3	1788753	1790738	-	GPALN_008366	73.44000244
Gpscaff_3	1793625	1797029	-	GPALN_008367	184.0399933
Gpscaff_3	1797624	1799135	-	GPALN_008368	99.61000061
Gpscaff_3	1799567	1806655	-	GPALN_008369	105.3300018
Gpscaff_3	1807365	1811677	+	GPALN_008370	111.1150017
Gpscaff_3	1812075	1812805	+	GPALN_008371	86.92499924
Gpscaff_3	1813569	1818701	+	GPALN_008372	120
Gpscaff_3	1820675	1821806	-	GPALN_008374	96.43000031
Gpscaff_3	1823403	1835902	-	GPALN_008375	114.25
Gpscaff_3	1838415	1841571	-	GPALN_008376	179.8500061
Gpscaff_3	1843145	1847515	+	GPALN_008377	126.4550018
Gpscaff_3	1855489	1856751	-	GPALN_008380	84.97000122
Gpscaff_3	1857149	1857964	+	GPALN_008381	103.8399963
Gpscaff_3	1858991	1859944	+	GPALN_008382	143.1800003
Gpscaff_3	1860527	1870918	-	GPALN_008383	104.5249977
Gpscaff_3	1871706	1875892	+	GPALN_008384	148.6900024
Gpscaff_3	1876600	1878586	-	GPALN_008385	110.2099991
